neg,neu,pos,compound
0.073,0.898,0.029,-0.8499
0.072,0.811,0.117,0.9048
0.064,0.834,0.102,0.6409
0.084,0.785,0.131,0.7788
0.026,0.841,0.134,0.9091
0.069,0.883,0.049,-0.3497
0.055,0.726,0.219,0.991
0.088,0.876,0.036,-0.8475
0.037,0.816,0.148,0.9367
0.159,0.775,0.065,-0.8076
0.079,0.7,0.221,0.9866
0.228,0.635,0.137,-0.743
0.085,0.809,0.105,0.5574
0.101,0.871,0.028,-0.7096
0.015,0.918,0.067,0.9515
0.152,0.781,0.068,-0.9657
0.198,0.713,0.089,-0.9847
0.124,0.732,0.144,0.9128
0.084,0.777,0.139,0.8201
0.131,0.845,0.024,-0.9941
0.058,0.901,0.041,-0.8703
0.074,0.774,0.153,0.914
0.007,0.765,0.228,0.9919
0.037,0.88,0.083,0.7306
0.082,0.824,0.094,0.4497
0.127,0.794,0.079,-0.7956
0.202,0.798,0.0,-0.855
0.066,0.896,0.038,-0.8783
0.122,0.821,0.056,-0.9682
0.106,0.798,0.096,0.4389
0.139,0.721,0.141,0.3027
0.243,0.757,0.0,-0.8957
0.055,0.789,0.156,0.9884
0.063,0.742,0.195,0.9869
0.101,0.834,0.065,-0.3716
0.067,0.894,0.039,-0.6876
0.079,0.878,0.043,-0.2684
0.127,0.856,0.017,-0.8176
0.122,0.795,0.083,-0.8773
0.181,0.789,0.03,-0.9861
0.076,0.861,0.063,-0.4294
0.029,0.85,0.121,0.9822
0.055,0.893,0.051,0.0783
0.167,0.818,0.015,-0.9022
0.163,0.785,0.052,-0.9448
0.122,0.878,0.0,-0.9182
0.028,0.7,0.272,0.9943
0.147,0.81,0.043,-0.7096
0.086,0.815,0.099,0.3182
0.045,0.839,0.117,0.9879
0.053,0.845,0.103,0.8466
0.075,0.8,0.126,0.9289
0.138,0.737,0.126,-0.63
0.116,0.756,0.128,0.3658
0.04,0.851,0.108,0.9079
0.132,0.759,0.109,-0.8546
0.083,0.851,0.066,-0.5093
0.037,0.835,0.129,0.9345
0.176,0.716,0.108,-0.8883
0.155,0.741,0.104,-0.8395
0.019,0.786,0.196,0.9655
0.089,0.839,0.072,-0.693
0.026,0.879,0.095,0.83
0.078,0.881,0.041,-0.9019
0.194,0.773,0.033,-0.8925
0.041,0.831,0.128,0.9418
0.081,0.818,0.101,0.937
0.123,0.841,0.037,-0.9625
0.118,0.824,0.058,-0.9121
0.047,0.707,0.246,0.9947
0.031,0.682,0.287,0.9947
0.098,0.663,0.239,0.9572
0.141,0.748,0.111,-0.6143
0.048,0.898,0.054,0.5229
0.016,0.892,0.092,0.7845
0.043,0.905,0.051,0.2023
0.117,0.81,0.072,-0.9515
0.041,0.924,0.034,0.3286
0.011,0.728,0.261,0.9808
0.158,0.792,0.049,-0.8812
0.244,0.688,0.068,-0.9312
0.09,0.818,0.092,0.0276
0.084,0.791,0.125,0.7579
0.1,0.833,0.068,-0.8671
0.135,0.702,0.163,0.2176
0.08,0.76,0.16,0.9221
0.064,0.918,0.018,-0.9167
0.06,0.847,0.093,0.8402
0.024,0.779,0.197,0.9891
0.037,0.935,0.028,-0.0026
0.125,0.775,0.1,-0.5613
0.116,0.884,0.0,-0.9334
0.081,0.815,0.104,0.9249
0.193,0.727,0.079,-0.9771
0.15,0.758,0.092,-0.7415
0.117,0.804,0.078,-0.9365
0.016,0.93,0.054,0.9011
0.092,0.804,0.104,0.7818
0.138,0.702,0.16,0.3123
0.103,0.845,0.052,-0.6652
0.065,0.77,0.165,0.9876
0.128,0.781,0.091,-0.4305
0.06,0.797,0.144,0.9473
0.121,0.765,0.115,0.3474
0.15,0.794,0.056,-0.9048
0.135,0.788,0.077,-0.6124
0.129,0.728,0.143,0.6803
0.133,0.776,0.091,-0.7809
0.074,0.756,0.17,0.9957
0.169,0.831,0.0,-0.933
0.075,0.816,0.11,0.8671
0.178,0.765,0.056,-0.9874
0.046,0.786,0.167,0.9932
0.054,0.779,0.167,0.9603
0.073,0.714,0.213,0.8132
0.146,0.804,0.05,-0.7814
0.063,0.894,0.043,-0.5647
0.048,0.787,0.165,0.9509
0.095,0.848,0.058,-0.9176
0.112,0.837,0.052,-0.8016
0.068,0.897,0.035,-0.6257
0.05,0.872,0.078,0.4639
0.094,0.828,0.078,-0.3998
0.126,0.757,0.117,0.1302
0.158,0.803,0.039,-0.9426
0.073,0.908,0.019,-0.9343
0.063,0.88,0.057,0.0346
0.016,0.907,0.076,0.8315
0.105,0.766,0.13,0.4422
0.145,0.75,0.105,-0.829
0.05,0.898,0.052,0.5218
0.136,0.84,0.024,-0.9515
0.064,0.719,0.217,0.994
0.117,0.839,0.044,-0.8332
0.131,0.808,0.061,-0.8564
0.135,0.809,0.056,-0.9334
0.012,0.865,0.123,0.9052
0.071,0.813,0.116,0.9284
0.103,0.84,0.058,-0.8977
0.088,0.906,0.007,-0.9683
0.192,0.752,0.056,-0.9843
0.059,0.835,0.106,0.6588
0.088,0.858,0.054,-0.8366
0.102,0.772,0.126,0.4255
0.07,0.93,0.0,-0.6806
0.042,0.867,0.091,0.9818
0.046,0.906,0.048,0.5576
0.188,0.778,0.035,-0.7964
0.046,0.861,0.093,0.6996
0.078,0.829,0.093,0.8932
0.071,0.794,0.135,0.8266
0.157,0.689,0.154,-0.0806
0.067,0.777,0.156,0.937
0.124,0.854,0.022,-0.7013
0.15,0.823,0.027,-0.9762
0.125,0.857,0.018,-0.9139
0.0,0.738,0.262,0.9648
0.159,0.732,0.109,-0.9386
0.033,0.864,0.103,0.937
0.031,0.844,0.125,0.6402
0.137,0.819,0.044,-0.7096
0.065,0.71,0.225,0.9748
0.168,0.738,0.094,-0.6769
0.08,0.799,0.121,0.8652
0.048,0.851,0.101,0.9715
0.041,0.87,0.089,0.9514
0.067,0.826,0.107,0.8806
0.045,0.815,0.139,0.8798
0.07,0.678,0.252,0.9738
0.011,0.832,0.157,0.975
0.055,0.817,0.129,0.9571
0.108,0.839,0.054,-0.8213
0.04,0.906,0.054,0.2225
0.124,0.778,0.098,-0.3103
0.055,0.866,0.079,0.5509
0.052,0.774,0.174,0.8442
0.116,0.864,0.02,-0.9475
0.135,0.786,0.079,-0.8205
0.123,0.877,0.0,-0.8957
0.049,0.797,0.154,0.9936
0.043,0.846,0.111,0.9265
0.076,0.819,0.105,0.5267
0.0,0.766,0.234,0.9491
0.083,0.846,0.071,-0.2024
0.11,0.821,0.069,-0.59
0.051,0.838,0.111,0.895
0.075,0.796,0.129,0.9604
0.069,0.769,0.162,0.7221
0.135,0.832,0.032,-0.9782
0.232,0.718,0.05,-0.936
0.123,0.846,0.031,-0.8967
0.119,0.793,0.088,-0.7235
0.077,0.842,0.081,0.2023
0.046,0.9,0.053,-0.0386
0.108,0.771,0.121,0.4987
0.108,0.749,0.142,0.8196
0.023,0.947,0.031,0.3786
0.03,0.806,0.164,0.9851
0.153,0.833,0.015,-0.9663
0.071,0.807,0.122,0.5474
0.046,0.904,0.05,0.1779
0.112,0.828,0.06,-0.9594
0.0,0.671,0.329,0.9721
0.091,0.808,0.101,0.3153
0.04,0.861,0.099,0.9604
0.01,0.808,0.182,0.9703
0.139,0.663,0.198,0.3017
0.055,0.839,0.106,0.6588
0.081,0.758,0.161,0.976
0.095,0.866,0.04,-0.9667
0.046,0.666,0.288,0.9908
0.072,0.8,0.127,0.928
0.055,0.842,0.103,0.8662
0.095,0.851,0.054,-0.5535
0.12,0.781,0.099,-0.9439
0.103,0.785,0.112,0.4914
0.084,0.81,0.106,0.8566
0.141,0.836,0.023,-0.958
0.103,0.793,0.103,0.0056
0.094,0.805,0.1,0.7836
0.084,0.854,0.062,-0.4077
0.16,0.808,0.032,-0.9441
0.065,0.921,0.014,-0.9044
0.072,0.849,0.079,0.46
0.084,0.829,0.087,-0.3559
0.092,0.795,0.113,0.6703
0.059,0.89,0.051,-0.1712
0.087,0.782,0.131,0.6655
0.081,0.822,0.096,0.1027
0.064,0.85,0.086,0.4054
0.056,0.891,0.053,-0.2023
0.048,0.862,0.089,0.7789
0.081,0.869,0.049,-0.6727
0.087,0.894,0.019,-0.9209
0.14,0.811,0.049,-0.9676
0.054,0.934,0.012,-0.7104
0.098,0.863,0.039,-0.8098
0.043,0.926,0.031,-0.5854
0.162,0.788,0.05,-0.8878
0.109,0.847,0.044,-0.9759
0.057,0.777,0.166,0.9792
0.006,0.92,0.073,0.9205
0.052,0.917,0.032,-0.0516
0.065,0.904,0.032,-0.5714
0.126,0.802,0.072,-0.8384
0.111,0.859,0.03,-0.9327
0.141,0.707,0.152,0.8134
0.096,0.759,0.145,0.9679
0.086,0.765,0.148,0.9625
0.069,0.878,0.053,-0.5204
0.097,0.858,0.045,-0.6146
0.058,0.847,0.094,0.8941
0.045,0.746,0.209,0.9849
0.13,0.77,0.1,-0.4756
0.065,0.802,0.133,0.9733
0.067,0.855,0.079,0.9038
0.105,0.741,0.154,0.9596
0.068,0.847,0.084,0.9179
0.097,0.8,0.103,0.3403
0.073,0.887,0.04,-0.2382
0.09,0.896,0.014,-0.9246
0.081,0.79,0.129,0.9228
0.019,0.93,0.051,0.6124
0.062,0.852,0.086,0.5169
0.27,0.687,0.044,-0.9945
0.155,0.815,0.03,-0.9926
0.102,0.862,0.036,-0.8312
0.184,0.751,0.065,-0.9161
0.111,0.831,0.058,-0.8879
0.173,0.763,0.064,-0.9792
0.088,0.795,0.117,0.7432
0.041,0.862,0.097,0.9363
0.108,0.783,0.109,-0.7736
0.094,0.887,0.019,-0.9448
0.066,0.756,0.178,0.9877
0.06,0.859,0.081,0.6234
0.093,0.907,0.0,-0.8425
0.138,0.716,0.146,0.296
0.16,0.751,0.089,-0.6948
0.05,0.896,0.054,0.6242
0.068,0.839,0.094,0.34
0.088,0.743,0.169,0.7922
0.015,0.812,0.172,0.9782
0.032,0.875,0.093,0.8074
0.085,0.814,0.101,0.3103
0.124,0.804,0.072,-0.8545
0.06,0.793,0.147,0.8958
0.11,0.742,0.148,0.5709
0.119,0.881,0.0,-0.8882
0.091,0.823,0.086,0.2258
0.061,0.918,0.02,-0.7349
0.141,0.821,0.038,-0.6808
0.193,0.791,0.016,-0.9828
0.127,0.83,0.043,-0.9512
0.102,0.773,0.125,0.4889
0.043,0.917,0.04,-0.1717
0.123,0.835,0.042,-0.9422
0.088,0.852,0.061,-0.9278
0.039,0.877,0.084,0.6808
0.058,0.849,0.093,0.7543
0.052,0.862,0.087,0.8575
0.034,0.888,0.078,0.9169
0.095,0.833,0.072,-0.2878
0.074,0.87,0.056,-0.5808
0.054,0.834,0.111,0.9334
0.048,0.846,0.106,0.9681
0.035,0.79,0.175,0.969
0.045,0.719,0.236,0.9611
0.151,0.797,0.052,-0.7269
0.047,0.852,0.102,0.8395
0.085,0.869,0.046,-0.3912
0.087,0.841,0.071,-0.8726
0.059,0.723,0.219,0.936
0.16,0.806,0.034,-0.9838
0.039,0.829,0.132,0.9887
0.141,0.804,0.056,-0.9789
0.094,0.813,0.093,0.2828
0.0,0.817,0.183,0.8919
0.057,0.809,0.134,0.9358
0.062,0.861,0.076,0.7105
0.052,0.785,0.163,0.9868
0.088,0.885,0.026,-0.8655
0.238,0.762,0.0,-0.9456
0.077,0.877,0.046,-0.8874
0.098,0.703,0.198,0.8827
0.106,0.789,0.105,-0.5469
0.061,0.842,0.097,0.9229
0.0,0.71,0.29,0.9628
0.029,0.922,0.049,0.6535
0.1,0.826,0.073,-0.9651
0.064,0.904,0.032,-0.4201
0.118,0.793,0.089,-0.8992
0.105,0.719,0.176,0.9432
0.041,0.937,0.022,-0.5756
0.101,0.899,0.0,-0.8594
0.0,0.766,0.234,0.9686
0.076,0.82,0.104,0.6106
0.185,0.775,0.04,-0.9718
0.063,0.854,0.083,0.692
0.018,0.66,0.322,0.9916
0.036,0.932,0.031,-0.2028
0.124,0.8,0.076,-0.6911
0.072,0.869,0.059,-0.2399
0.034,0.889,0.076,0.6765
0.036,0.892,0.073,0.5557
0.072,0.889,0.038,-0.9154
0.155,0.769,0.077,-0.9269
0.092,0.787,0.121,0.6956
0.088,0.891,0.021,-0.6908
0.122,0.819,0.059,-0.975
0.103,0.853,0.044,-0.8955
0.099,0.805,0.096,0.4068
0.048,0.784,0.168,0.7391
0.083,0.867,0.05,-0.7964
0.036,0.828,0.136,0.7845
0.04,0.863,0.097,0.4939
0.073,0.827,0.1,0.1027
0.09,0.826,0.085,0.4632
0.054,0.756,0.191,0.9686
0.134,0.82,0.046,-0.7639
0.071,0.771,0.158,0.9446
0.039,0.778,0.183,0.9307
0.105,0.802,0.093,-0.7612
0.032,0.815,0.154,0.9879
0.151,0.8,0.049,-0.8324
0.128,0.718,0.155,0.7679
0.117,0.844,0.039,-0.9225
0.079,0.86,0.061,-0.2505
0.028,0.886,0.086,0.8947
0.067,0.807,0.126,0.6976
0.063,0.826,0.111,0.7684
0.176,0.794,0.03,-0.9217
0.107,0.836,0.057,-0.9755
0.094,0.886,0.02,-0.8222
0.091,0.811,0.098,0.0772
0.025,0.742,0.233,0.985
0.076,0.816,0.108,0.7912
0.1,0.87,0.03,-0.9687
0.12,0.812,0.068,-0.9058
0.068,0.805,0.127,0.8146
0.082,0.746,0.173,0.9889
0.128,0.761,0.111,-0.3049
0.0,0.802,0.198,0.9229
0.032,0.803,0.165,0.9637
0.237,0.763,0.0,-0.9349
0.058,0.866,0.075,0.5551
0.044,0.867,0.089,0.8808
0.306,0.694,0.0,-0.9545
0.117,0.843,0.04,-0.9875
0.163,0.78,0.058,-0.9607
0.13,0.8,0.071,-0.7612
0.033,0.776,0.191,0.8906
0.107,0.82,0.073,-0.8126
0.094,0.866,0.039,-0.9813
0.103,0.724,0.173,0.9682
0.0,0.962,0.038,0.6249
0.087,0.863,0.049,-0.9211
0.111,0.848,0.041,-0.9348
0.128,0.798,0.073,-0.9505
0.144,0.83,0.026,-0.9834
0.151,0.794,0.055,-0.9835
0.12,0.784,0.096,-0.7661
0.021,0.88,0.099,0.8481
0.066,0.87,0.064,-0.0398
0.085,0.8,0.115,0.9294
0.079,0.824,0.096,-0.0833
0.032,0.881,0.087,0.895
0.025,0.89,0.085,0.5341
0.023,0.838,0.139,0.948
0.19,0.76,0.05,-0.8848
0.081,0.865,0.054,-0.8542
0.09,0.877,0.034,-0.5664
0.088,0.718,0.193,0.8588
0.183,0.817,0.0,-0.9758
0.202,0.751,0.047,-0.9707
0.035,0.9,0.066,0.8402
0.186,0.756,0.058,-0.9516
0.123,0.844,0.033,-0.9206
0.11,0.849,0.041,-0.8442
0.021,0.785,0.194,0.997
0.148,0.76,0.092,-0.8049
0.087,0.873,0.039,-0.7906
0.084,0.777,0.139,0.796
0.109,0.795,0.096,-0.2728
0.047,0.855,0.099,0.7558
0.058,0.875,0.067,0.2406
0.049,0.805,0.147,0.9873
0.024,0.809,0.167,0.993
0.121,0.82,0.059,-0.9217
0.0,0.829,0.171,0.8655
0.074,0.834,0.092,0.6757
0.072,0.785,0.142,0.9527
0.157,0.79,0.053,-0.9423
0.033,0.846,0.121,0.9301
0.054,0.723,0.224,0.9427
0.085,0.827,0.088,0.6635
0.165,0.757,0.078,-0.9081
0.132,0.824,0.044,-0.7845
0.102,0.816,0.083,-0.5515
0.075,0.798,0.128,0.7067
0.115,0.825,0.06,-0.9313
0.088,0.826,0.086,-0.465
0.033,0.865,0.102,0.9551
0.0,0.752,0.248,0.9501
0.098,0.78,0.122,0.6842
0.095,0.816,0.09,0.2681
0.176,0.789,0.035,-0.9531
0.072,0.799,0.129,0.8307
0.099,0.901,0.0,-0.9484
0.095,0.837,0.068,-0.3628
0.131,0.796,0.073,-0.9108
0.063,0.838,0.1,0.7556
0.041,0.864,0.095,0.4019
0.15,0.772,0.078,-0.9784
0.079,0.818,0.103,0.2609
0.137,0.852,0.012,-0.968
0.104,0.853,0.043,-0.9343
0.066,0.75,0.184,0.7823
0.079,0.734,0.187,0.7845
0.06,0.829,0.111,0.5574
0.145,0.674,0.18,0.9357
0.097,0.803,0.1,0.1188
0.07,0.838,0.092,0.8115
0.082,0.866,0.053,-0.293
0.116,0.884,0.0,-0.9494
0.054,0.757,0.189,0.9917
0.102,0.866,0.031,-0.7356
0.09,0.846,0.063,-0.2283
0.148,0.784,0.068,-0.9568
0.009,0.882,0.109,0.9359
0.233,0.694,0.073,-0.9315
0.093,0.866,0.042,-0.9422
0.068,0.804,0.128,0.7185
0.058,0.841,0.101,0.7295
0.098,0.857,0.045,-0.7013
0.117,0.785,0.098,-0.4273
0.107,0.86,0.034,-0.9293
0.031,0.841,0.128,0.9772
0.073,0.748,0.179,0.93
0.078,0.779,0.143,0.8157
0.068,0.831,0.101,0.34
0.125,0.781,0.095,-0.6556
0.023,0.787,0.19,0.9347
0.094,0.685,0.221,0.8907
0.015,0.872,0.113,0.8128
0.109,0.868,0.023,-0.8384
0.16,0.768,0.072,-0.9635
0.07,0.856,0.074,-0.1766
0.025,0.867,0.108,0.9485
0.08,0.815,0.105,0.9294
0.012,0.771,0.216,0.988
0.208,0.751,0.041,-0.9894
0.091,0.803,0.105,0.5197
0.0,0.876,0.124,0.9212
0.065,0.753,0.181,0.7771
0.056,0.73,0.214,0.9311
0.1,0.846,0.054,-0.9804
0.221,0.757,0.022,-0.9512
0.082,0.855,0.063,-0.8542
0.025,0.755,0.22,0.9633
0.074,0.86,0.066,0.1045
0.147,0.768,0.084,-0.9505
0.029,0.839,0.132,0.9111
0.049,0.736,0.215,0.9421
0.113,0.798,0.089,-0.7119
0.085,0.827,0.088,0.8242
0.132,0.849,0.019,-0.9062
0.062,0.868,0.07,0.1531
0.0,0.854,0.146,0.9337
0.023,0.93,0.048,0.8436
0.031,0.691,0.279,0.9606
0.11,0.827,0.064,-0.6147
0.024,0.926,0.051,0.6121
0.088,0.892,0.02,-0.9386
0.086,0.725,0.188,0.7569
0.047,0.858,0.095,0.912
0.055,0.755,0.19,0.9944
0.108,0.849,0.043,-0.9119
0.086,0.914,0.0,-0.8622
0.094,0.801,0.105,0.148
0.0,0.774,0.226,0.9791
0.096,0.818,0.086,-0.0868
0.0,0.775,0.225,0.9719
0.131,0.782,0.087,-0.969
0.162,0.742,0.096,-0.7447
0.027,0.768,0.205,0.9855
0.09,0.844,0.066,-0.7782
0.0,0.887,0.113,0.765
0.111,0.796,0.093,-0.725
0.131,0.696,0.173,0.539
0.069,0.836,0.095,0.5886
0.029,0.698,0.273,0.982
0.076,0.899,0.025,-0.7579
0.143,0.768,0.089,-0.8083
0.025,0.73,0.244,0.9944
0.069,0.829,0.102,0.8953
0.068,0.841,0.09,0.797
0.062,0.844,0.094,0.9299
0.0,0.747,0.253,0.9859
0.072,0.848,0.08,0.3595
0.068,0.878,0.054,-0.2724
0.0,0.698,0.302,0.9947
0.101,0.88,0.019,-0.9348
0.059,0.824,0.117,0.6597
0.067,0.78,0.153,0.9308
0.015,0.864,0.121,0.9741
0.037,0.676,0.287,0.9413
0.086,0.862,0.052,-0.8181
0.059,0.914,0.027,-0.7877
0.097,0.78,0.123,0.2831
0.046,0.855,0.099,0.8933
0.137,0.732,0.132,-0.0605
0.078,0.835,0.087,0.1969
0.109,0.859,0.031,-0.8956
0.06,0.758,0.182,0.8876
0.114,0.812,0.074,-0.5513
0.051,0.855,0.094,0.8159
0.068,0.844,0.088,0.7959
0.039,0.918,0.042,0.1287
0.079,0.855,0.067,-0.381
0.125,0.794,0.08,-0.8382
0.12,0.713,0.167,0.8257
0.047,0.769,0.184,0.7964
0.104,0.811,0.085,-0.866
0.052,0.905,0.043,0.0762
0.038,0.872,0.09,0.6908
0.219,0.714,0.067,-0.9797
0.136,0.822,0.042,-0.962
0.025,0.703,0.272,0.982
0.117,0.714,0.168,0.6405
0.104,0.838,0.058,-0.7438
0.056,0.786,0.158,0.9593
0.129,0.821,0.05,-0.9432
0.057,0.913,0.03,-0.8722
0.14,0.767,0.093,-0.7111
0.077,0.807,0.116,0.9114
0.066,0.879,0.055,-0.0027
0.074,0.892,0.033,-0.7669
0.151,0.746,0.102,-0.8428
0.1,0.857,0.043,-0.7796
0.061,0.783,0.156,0.9833
0.145,0.696,0.158,0.2445
0.05,0.824,0.126,0.8775
0.016,0.802,0.182,0.9825
0.071,0.78,0.15,0.8119
0.103,0.777,0.12,0.8794
0.087,0.872,0.041,-0.8287
0.035,0.74,0.224,0.9827
0.101,0.791,0.107,0.1956
0.061,0.887,0.052,-0.1531
0.017,0.865,0.118,0.7876
0.06,0.888,0.052,-0.016
0.082,0.803,0.115,0.899
0.155,0.811,0.034,-0.9726
0.044,0.931,0.025,-0.6507
0.026,0.827,0.147,0.9773
0.162,0.818,0.02,-0.9558
0.083,0.758,0.159,0.9914
0.033,0.815,0.152,0.9782
0.04,0.82,0.14,0.8477
0.009,0.877,0.114,0.9742
0.024,0.94,0.036,0.2732
0.045,0.866,0.089,0.9294
0.113,0.668,0.219,0.9271
0.027,0.902,0.071,0.95
0.0,0.701,0.299,0.9559
0.07,0.844,0.086,0.8418
0.097,0.903,0.0,-0.8805
0.096,0.837,0.068,0.1531
0.091,0.828,0.081,0.3155
0.052,0.907,0.041,-0.3872
0.128,0.813,0.06,-0.9737
0.197,0.73,0.074,-0.9821
0.128,0.784,0.088,-0.3626
0.029,0.763,0.208,0.9274
0.193,0.74,0.068,-0.9806
0.135,0.865,0.0,-0.9657
0.073,0.84,0.088,0.3871
0.134,0.789,0.077,-0.7096
0.047,0.732,0.22,0.9906
0.092,0.76,0.148,0.8944
0.079,0.866,0.055,-0.608
0.027,0.867,0.105,0.9929
0.111,0.801,0.088,0.0644
0.07,0.77,0.16,0.9285
0.111,0.736,0.153,0.8656
0.085,0.864,0.051,-0.9615
0.03,0.817,0.153,0.8683
0.016,0.933,0.051,0.6196
0.183,0.778,0.039,-0.9832
0.063,0.875,0.062,-0.2669
0.043,0.813,0.144,0.7024
0.136,0.737,0.127,-0.3226
0.065,0.859,0.076,0.4219
0.039,0.813,0.147,0.8638
0.142,0.858,0.0,-0.7142
0.063,0.905,0.032,-0.6218
0.044,0.789,0.167,0.7716
0.155,0.768,0.077,-0.9838
0.045,0.918,0.036,-0.3081
0.094,0.882,0.024,-0.5878
0.061,0.833,0.106,0.9659
0.107,0.811,0.082,-0.8338
0.0,0.698,0.302,0.9559
0.117,0.754,0.128,0.4981
0.052,0.826,0.122,0.8591
0.05,0.806,0.145,0.9426
0.08,0.883,0.037,-0.6872
0.0,0.777,0.223,0.9257
0.171,0.792,0.037,-0.9231
0.062,0.865,0.073,0.6533
0.039,0.825,0.137,0.933
0.024,0.721,0.256,0.9493
0.071,0.908,0.021,-0.6808
0.038,0.92,0.041,0.2382
0.037,0.883,0.08,0.9009
0.123,0.824,0.053,-0.7367
0.068,0.87,0.062,-0.276
0.049,0.825,0.126,0.9704
0.098,0.761,0.141,0.8687
0.05,0.885,0.065,0.296
0.177,0.633,0.19,0.0971
0.164,0.788,0.049,-0.9821
0.08,0.755,0.165,0.9514
0.127,0.873,0.0,-0.9647
0.108,0.803,0.089,-0.3848
0.016,0.937,0.047,0.5262
0.05,0.862,0.089,0.9646
0.036,0.837,0.127,0.9823
0.119,0.84,0.041,-0.8519
0.179,0.768,0.053,-0.993
0.0,0.733,0.267,0.9599
0.071,0.754,0.175,0.9156
0.02,0.799,0.181,0.9945
0.114,0.87,0.016,-0.8538
0.063,0.92,0.017,-0.7715
0.093,0.804,0.103,0.2023
0.149,0.833,0.018,-0.9722
0.032,0.829,0.139,0.9774
0.055,0.812,0.133,0.9156
0.148,0.769,0.083,-0.9092
0.022,0.84,0.138,0.9481
0.131,0.72,0.15,0.7759
0.079,0.78,0.141,0.9538
0.153,0.745,0.101,-0.6266
0.028,0.739,0.233,0.9856
0.017,0.756,0.228,0.9607
0.046,0.889,0.065,0.4617
0.0,0.712,0.288,0.9691
0.111,0.83,0.059,-0.9292
0.065,0.77,0.165,0.8813
0.08,0.846,0.074,-0.0361
0.155,0.845,0.0,-0.9481
0.069,0.798,0.132,0.5859
0.11,0.831,0.059,-0.8775
0.036,0.845,0.119,0.8905
0.01,0.8,0.191,0.9848
0.025,0.799,0.176,0.9406
0.098,0.868,0.034,-0.891
0.139,0.683,0.178,0.6563
0.131,0.845,0.024,-0.8386
0.04,0.887,0.073,0.8704
0.075,0.885,0.04,-0.6324
0.133,0.829,0.038,-0.9565
0.135,0.82,0.045,-0.9667
0.138,0.81,0.052,-0.957
0.11,0.765,0.125,0.4446
0.111,0.859,0.03,-0.8802
0.114,0.805,0.08,-0.3239
0.086,0.868,0.045,-0.7753
0.083,0.784,0.133,0.8366
0.0,0.759,0.241,0.9182
0.077,0.905,0.018,-0.765
0.065,0.863,0.073,0.4191
0.1,0.749,0.151,0.8777
0.0,0.76,0.24,0.9958
0.083,0.89,0.028,-0.9595
0.105,0.853,0.042,-0.7783
0.074,0.816,0.11,0.8532
0.147,0.784,0.069,-0.916
0.014,0.751,0.234,0.9936
0.127,0.825,0.048,-0.4767
0.15,0.689,0.161,-0.007
0.057,0.885,0.058,0.6092
0.0,0.917,0.083,0.8315
0.122,0.719,0.159,0.4115
0.011,0.886,0.103,0.9951
0.067,0.813,0.12,0.6904
0.061,0.833,0.106,0.4398
0.104,0.823,0.073,-0.9675
0.126,0.839,0.035,-0.8779
0.057,0.877,0.066,0.5952
0.048,0.761,0.191,0.9782
0.079,0.875,0.046,-0.9495
0.068,0.871,0.061,-0.1975
0.078,0.779,0.143,0.924
0.047,0.811,0.142,0.9221
0.061,0.861,0.078,0.8414
0.024,0.819,0.157,0.8626
0.025,0.7,0.274,0.9969
0.135,0.838,0.028,-0.8588
0.149,0.812,0.038,-0.9179
0.043,0.827,0.129,0.9284
0.054,0.778,0.169,0.9072
0.08,0.815,0.105,0.8382
0.087,0.858,0.055,-0.296
0.031,0.723,0.247,0.9836
0.071,0.787,0.142,0.7635
0.051,0.741,0.208,0.9915
0.071,0.861,0.068,-0.0678
0.088,0.81,0.102,0.3474
0.0,0.748,0.252,0.9727
0.043,0.957,0.0,-0.3923
0.038,0.92,0.043,0.1147
0.028,0.941,0.031,0.1531
0.138,0.804,0.058,-0.8673
0.034,0.908,0.058,0.5279
0.027,0.743,0.23,0.9623
0.056,0.819,0.125,0.9286
0.091,0.882,0.028,-0.8883
0.034,0.784,0.183,0.9979
0.045,0.765,0.19,0.9937
0.083,0.834,0.083,0.0257
0.062,0.844,0.094,0.8296
0.071,0.722,0.208,0.9422
0.098,0.833,0.069,-0.2359
0.108,0.856,0.036,-0.9673
0.054,0.869,0.077,0.1027
0.156,0.711,0.133,-0.2294
0.0,0.959,0.041,0.34
0.031,0.895,0.074,0.6757
0.0,0.94,0.06,0.7425
0.027,0.853,0.12,0.8608
0.149,0.851,0.0,-0.9418
0.064,0.906,0.03,-0.8633
0.129,0.826,0.045,-0.9481
0.0,0.761,0.239,0.9606
0.058,0.818,0.123,0.9401
0.072,0.829,0.099,0.8232
0.023,0.859,0.119,0.8225
0.09,0.842,0.068,-0.3818
0.048,0.872,0.08,0.6331
0.073,0.822,0.105,0.7834
0.059,0.879,0.063,0.4079
0.086,0.8,0.114,0.6673
0.091,0.861,0.048,-0.5023
0.035,0.857,0.108,0.9378
0.059,0.826,0.115,0.9419
0.033,0.797,0.17,0.7089
0.049,0.852,0.099,0.9526
0.106,0.768,0.126,0.7421
0.056,0.778,0.166,0.9613
0.0,0.873,0.127,0.8519
0.148,0.794,0.058,-0.9774
0.084,0.793,0.123,0.8928
0.092,0.871,0.037,-0.8402
0.125,0.825,0.05,-0.8237
0.071,0.878,0.051,-0.3102
0.102,0.856,0.042,-0.9826
0.074,0.901,0.026,-0.9427
0.046,0.938,0.015,-0.3716
0.038,0.922,0.04,0.09
0.087,0.756,0.157,0.9159
0.052,0.872,0.075,0.8291
0.038,0.765,0.197,0.995
